Code,Name,Company,Board,Sector,Date,52WeekHigh,52WeekLow,Open,High,Low,Last,Chg,ChgPercent,Volume,Total News,Sum_Compound,PriceLabel
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,21/3/2019,4.64,3.4,4.62,4.62,4.44,4.47,-0.14,-3.04,26056,4,-0.6132,No Change/Decrease
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,21/3/2019,4.36,3.4,4.25,4.25,4.17,4.2,-0.02,-0.47,2451,,,No Change/Decrease
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,21/3/2019,7.36,5.21,5.4,5.46,5.31,5.33,-0.06,-1.11,168201,6,-0.0508,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,21/3/2019,21.66,17.56,20.94,20.94,20.3,20.34,-0.46,-2.21,6568,6,0,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,21/3/2019,20.4,17.38,19.46,19.48,19.22,19.32,-0.08,-0.41,3893,1,-0.0772,No Change/Decrease
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,21/3/2019,11.08,8.68,9.48,9.48,9.3,9.4,-0.07,-0.74,107877,2,0,No Change/Decrease
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,21/3/2019,26.16,22.34,24.46,24.46,23.8,23.86,-0.6,-2.45,96513,5,-0.34,No Change/Decrease
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,21/3/2019,5.94,4.99,5.79,5.83,5.7,5.72,-0.05,-0.87,65282,,,No Change/Decrease
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,22/3/2019,4.49,3.76,4.17,4.2,4.12,4.16,-0.04,-0.95,4815,1,0,No Change/Decrease
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,22/3/2019,2.63,2.18,2.24,2.25,2.24,2.24,0,0,732,4,0.0636,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,22/3/2019,4.64,3.4,4.49,4.58,4.49,4.52,0.05,1.12,36571,3,0,Increase
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,22/3/2019,4.36,3.4,4.2,4.2,4.12,4.19,-0.01,-0.24,513,,,No Change/Decrease
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,22/3/2019,7.36,5.21,5.38,5.38,5.31,5.33,0,0,102305,3,1.1994,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,22/3/2019,21.66,17.56,20.76,20.76,20.1,20.4,0.06,0.29,7100,4,-0.4019,Increase
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,22/3/2019,20.4,17.38,19.16,19.46,19.16,19.46,0.14,0.72,1075,,,Increase
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,22/3/2019,11.08,8.68,9.43,9.44,9.26,9.29,-0.11,-1.17,96470,6,1.0058,No Change/Decrease
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,22/3/2019,26.16,22.34,23.96,24.14,23.8,23.86,0,0,67330,4,-0.4019,No Change/Decrease
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,22/3/2019,5.94,4.99,5.72,5.75,5.67,5.7,-0.02,-0.35,42790,1,0,No Change/Decrease
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,22/4/2019,4.49,3.76,3.99,4.01,3.97,4,0,0,3943,2,0.4939,No Change/Decrease
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,22/4/2019,2.63,2.14,2.18,2.18,2.16,2.17,-0.01,-0.46,402,2,0.34,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,22/4/2019,4.64,3.4,4.47,4.48,4.43,4.45,-0.02,-0.45,5586,,,No Change/Decrease
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,22/4/2019,4.64,3.4,4.52,4.57,4.52,4.54,0.01,0.22,18048,1,0,Increase
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,22/4/2019,7.34,5,5.09,5.2,5.09,5.17,0.1,1.97,149502,,,Increase
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,22/4/2019,21.66,17.56,20.1,20.1,19.98,20.04,-0.04,-0.2,1083,1,0.5267,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,22/4/2019,20.4,17.38,19.1,19.14,19.08,19.1,0.04,0.21,11772,,,Increase
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,22/4/2019,11.08,8.68,9.1,9.19,9.1,9.15,0.06,0.66,65537,,,Increase
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,22/4/2019,26.16,22.2,22.52,22.6,22.48,22.54,0.02,0.09,80832,2,0.34,Increase
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,22/4/2019,5.94,5.05,5.85,5.88,5.76,5.76,-0.04,-0.69,51238,,,No Change/Decrease
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,23/4/2019,4.49,3.76,4,4.01,3.99,4,0,0,10833,1,0,No Change/Decrease
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,23/4/2019,2.63,2.14,2.18,2.18,2.16,2.16,-0.01,-0.46,502,2,0.636,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,23/4/2019,4.64,3.4,4.45,4.47,4.42,4.46,0.01,0.22,4587,,,Increase
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,23/4/2019,4.64,3.4,4.6,4.6,4.49,4.5,-0.04,-0.88,6882,1,0,No Change/Decrease
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,23/4/2019,7.34,5,5.18,5.22,5.16,5.17,0,0,118215,,,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,23/4/2019,21.66,17.56,20,20.04,19.98,20.02,-0.02,-0.1,5234,,,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,23/4/2019,20.4,17.38,19.1,19.14,19.08,19.08,-0.02,-0.1,3560,,,No Change/Decrease
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,23/4/2019,11.08,8.68,9.17,9.17,9.13,9.16,0.01,0.11,58629,,,Increase
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,23/4/2019,26.16,22.2,22.6,22.62,22.54,22.6,0.06,0.27,51399,4,0.045,Increase
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,23/4/2019,5.94,5.05,5.75,5.86,5.75,5.75,-0.01,-0.17,54649,,,No Change/Decrease
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,24/4/2019,4.49,3.76,4,4.04,3.99,4.02,0.02,0.5,10731,1,0,Increase
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,24/4/2019,2.63,2.14,2.19,2.2,2.18,2.18,0.02,0.93,1187,5,0.044,Increase
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,24/4/2019,4.64,3.4,4.47,4.53,4.45,4.5,0.04,0.9,24324,1,-0.296,Increase
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,24/4/2019,4.7,3.4,4.51,4.7,4.51,4.6,0.1,2.22,13918,1,0.34,Increase
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,24/4/2019,7.28,5,5.21,5.29,5.21,5.25,0.08,1.55,209981,,,Increase
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,24/4/2019,21.66,17.56,20.04,20.08,19.98,20.02,0,0,8082,,,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,24/4/2019,20.4,17.38,19.08,19.34,19.08,19.22,0.14,0.73,2869,,,Increase
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,24/4/2019,11.08,8.68,9.22,9.33,9.12,9.14,-0.02,-0.22,114239,5,1.9739,No Change/Decrease
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,24/4/2019,26.16,22.2,22.7,22.82,22.6,22.64,0.04,0.18,65762,2,1.0308,Increase
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,24/4/2019,5.94,5.05,5.85,5.86,5.77,5.79,0.04,0.7,39346,2,0.6908,Increase
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,25/3/2019,4.49,3.76,4.12,4.16,4.11,4.14,-0.02,-0.48,6723,1,-0.296,No Change/Decrease
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,25/3/2019,2.63,2.18,2.24,2.24,2.21,2.23,-0.01,-0.45,870,6,1.415,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,25/3/2019,4.64,3.4,4.46,4.55,4.46,4.5,-0.02,-0.44,18768,2,-0.1248,No Change/Decrease
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,25/3/2019,4.36,3.4,4.17,4.25,4.15,4.18,-0.01,-0.24,2220,1,0.2023,No Change/Decrease
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,25/3/2019,7.36,5.1,5.17,5.22,5.1,5.12,-0.09,-1.73,139373,,,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,25/3/2019,21.66,17.56,20.46,20.46,20.12,20.3,-0.1,-0.49,9346,3,0.6042,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,25/3/2019,20.4,17.38,19.22,19.22,18.7,18.92,-0.54,-2.77,3070,2,0,No Change/Decrease
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,25/3/2019,11.08,8.68,9.25,9.29,9.22,9.23,-0.06,-0.65,81786,,,No Change/Decrease
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,25/3/2019,26.16,22.34,23.78,23.88,23.7,23.76,-0.1,-0.42,34901,,,No Change/Decrease
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,25/3/2019,5.94,4.99,5.88,5.88,5.66,5.72,0.02,0.35,53237,3,0,Increase
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,25/4/2019,4.49,3.76,4.02,4.02,3.99,4.01,-0.01,-0.25,3449,,,No Change/Decrease
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,25/4/2019,2.63,2.14,2.2,2.2,2.17,2.18,0,0,1983,5,-0.4452,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,25/4/2019,4.64,3.4,4.45,4.49,4.43,4.45,-0.05,-1.11,19415,9,-0.4804,No Change/Decrease
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,25/4/2019,4.72,3.4,4.61,4.72,4.59,4.6,0,0,50162,1,0.0772,No Change/Decrease
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,25/4/2019,7.28,5,5.25,5.3,5.17,5.19,-0.06,-1.14,145407,3,1.0709,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,25/4/2019,21.66,17.56,20.02,20.02,19.9,20,-0.02,-0.1,5053,2,-0.296,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,25/4/2019,20.4,17.38,19.28,19.28,19.08,19.24,0.02,0.1,2577,,,Increase
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,25/4/2019,11.08,8.68,9.14,9.18,9.12,9.13,-0.01,-0.11,95451,5,-0.3637,No Change/Decrease
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,25/4/2019,26.16,22.2,22.64,22.64,22.6,22.6,-0.04,-0.18,30054,2,0.1255,No Change/Decrease
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,25/4/2019,5.94,5.05,5.81,5.89,5.78,5.8,0.01,0.17,44727,4,0.0858,Increase
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,26/3/2019,4.49,3.76,4.13,4.15,4.12,4.14,0,0,8212,,,No Change/Decrease
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,26/3/2019,2.63,2.18,2.23,2.23,2.22,2.23,0,0,671,2,-0.6344,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,26/3/2019,4.64,3.4,4.5,4.59,4.5,4.52,0.02,0.44,35283,2,0.2263,Increase
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,26/3/2019,4.36,3.4,4.15,4.25,4.15,4.21,0.03,0.72,860,1,0,Increase
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,26/3/2019,7.36,5.09,5.14,5.2,5.09,5.12,0,0,150747,,,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,26/3/2019,21.66,17.56,20.3,20.48,20.2,20.3,0,0,13687,1,0,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,26/3/2019,20.4,17.38,18.96,19,18.92,18.96,0.04,0.21,1436,1,0,Increase
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,26/3/2019,11.08,8.68,9.23,9.3,9.23,9.25,0.02,0.22,135495,4,1.3905,Increase
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,26/3/2019,26.16,22.34,23.62,23.82,23.62,23.74,-0.02,-0.08,24415,,,No Change/Decrease
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,26/3/2019,5.94,4.99,5.75,5.83,5.68,5.7,-0.02,-0.35,71788,2,0.34,No Change/Decrease
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,26/4/2019,7.28,5,5.2,5.24,5.18,5.19,0,0,65267,12,2.024,No Change/Decrease
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,26/4/2019,11.08,8.68,9.14,9.19,9.13,9.14,0.01,0.11,88902,6,-1.1561,Increase
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,26/4/2019,26.16,22.2,22.64,22.68,22.58,22.64,0.04,0.18,47038,4,-0.7949,Increase
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,26/4/2019,5.94,5.05,5.81,5.91,5.81,5.91,0.11,1.9,37772,6,-0.4899,Increase
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,27/3/2019,4.49,3.76,4.14,4.16,4.07,4.07,-0.07,-1.69,4972,,,No Change/Decrease
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,27/3/2019,2.63,2.18,2.22,2.23,2.22,2.22,-0.01,-0.45,292,2,-1.0534,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,27/3/2019,4.64,3.4,4.53,4.58,4.5,4.53,0.01,0.22,55810,1,0,Increase
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,27/3/2019,4.36,3.4,4.21,4.24,4.2,4.21,0,0,8262,2,0.5431,No Change/Decrease
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,27/3/2019,7.36,5.04,5.13,5.15,5.04,5.07,-0.05,-0.98,172387,,,No Change/Decrease
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,27/3/2019,21.66,17.56,20.24,20.3,20.24,20.28,-0.02,-0.1,8968,2,-0.168,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,27/3/2019,20.4,17.38,18.9,19,18.84,18.98,0.02,0.11,8546,1,-0.4019,Increase
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,27/3/2019,11.08,8.68,9.3,9.31,9.25,9.26,0.01,0.11,75389,2,0.4588,Increase
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,27/3/2019,26.16,22.34,23.74,23.76,23.38,23.4,-0.34,-1.43,57750,,,No Change/Decrease
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,27/3/2019,5.94,4.99,5.7,5.74,5.68,5.69,-0.01,-0.18,58120,,,No Change/Decrease
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,28/3/2019,4.49,3.76,4.08,4.08,4.01,4.04,-0.03,-0.74,11516,1,0.296,No Change/Decrease
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,28/3/2019,2.63,2.18,2.23,2.23,2.18,2.19,-0.03,-1.35,4207,1,0,No Change/Decrease
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,28/3/2019,4.64,3.4,4.56,4.56,4.5,4.53,0,0,18777,1,0,No Change/Decrease
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,28/3/2019,4.36,3.4,4.22,4.32,4.22,4.25,0.04,0.95,6602,,,Increase
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,28/3/2019,7.36,5.04,5.07,5.14,5.07,5.11,0.04,0.79,123559,3,0.9817,Increase
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,28/3/2019,21.66,17.56,20.26,20.38,20.2,20.28,0,0,5772,,,No Change/Decrease
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,28/3/2019,20.4,17.38,18.94,19.04,18.94,19,0.02,0.11,3650,,,Increase
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,28/3/2019,11.08,8.68,9.26,9.3,9.25,9.26,0,0,107585,1,0,No Change/Decrease
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,28/3/2019,26.16,22.34,23.4,23.42,23.2,23.28,-0.12,-0.51,72777,4,-1.4687,No Change/Decrease
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,28/3/2019,5.94,4.99,5.72,5.75,5.66,5.69,0,0,28785,,,No Change/Decrease
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,MAIN,Banking,29/3/2019,4.49,3.76,4.06,4.11,4.05,4.09,0.05,1.24,14050,1,0.34,Increase
5185,AFFIN,AFFIN BANK BERHAD,MAIN,Banking,29/3/2019,2.63,2.18,2.2,2.2,2.19,2.2,0.01,0.46,469,3,0.4588,Increase
1015,AMBANK,AMMB HOLDINGS BERHAD,MAIN,Banking,29/3/2019,4.64,3.4,4.53,4.57,4.5,4.56,0.03,0.66,46678,4,-0.8288,Increase
5258,BIMB,BIMB HOLDINGS BERHAD,MAIN,Banking,29/3/2019,4.36,3.4,4.25,4.32,4.24,4.31,0.06,1.41,9603,,,Increase
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,MAIN,Banking,29/3/2019,7.36,5.04,5.13,5.19,5.11,5.15,0.04,0.78,124175,11,-0.0383,Increase
5819,HLBANK,HONG LEONG BANK BERHAD,MAIN,Banking,29/3/2019,21.66,17.56,20.4,20.4,20.14,20.3,0.02,0.1,12144,3,0.0218,Increase
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,MAIN,Banking,29/3/2019,20.4,17.38,19,19.34,19,19.18,0.18,0.95,4954,3,0.0218,Increase
1155,MAYBANK,MALAYAN BANKING BERHAD,MAIN,Banking,29/3/2019,11.08,8.68,9.28,9.29,9.23,9.27,0.01,0.11,123086,5,-0.0014,Increase
1295,PBBANK,PUBLIC BANK BERHAD,MAIN,Banking,29/3/2019,26.16,22.34,23.24,23.3,23.02,23.16,-0.12,-0.52,89717,7,-0.3997,No Change/Decrease
1066,RHBBANK,RHB BANK BERHAD,MAIN,Banking,29/3/2019,5.94,4.99,5.66,5.75,5.65,5.7,0.01,0.18,51954,1,-0.3182,Increase
